등록기관,종별,의료기관명,전화번호,소재지(지번),소재지(도로명),인허가일자
전라남도 순천시 보건소,한의원,침앤뜸한의원,061-811-0714,전라남도 순천시 해룡면 신대리 1978-2 2층,"전라남도 순천시 해룡면 향매로 71, 2층",2023-01-19
전라남도 목포시 보건소,한의원,백제한의원,061-242-5502,전라남도 목포시 대안동 9,"전라남도 목포시 호남로64번길 22, 2층 (대안동)",2023-01-19
전라남도 목포시 보건소,한의원,백제한의원,061-242-5501,전라남도 목포시 대안동 9,"전라남도 목포시 호남로64번길 22, 2층 (대안동)",2013-11-18
전라남도 광양시 보건소,의원,청이비인후과,061-818-2700,전라남도 광양시 중동 1649-7,"전라남도 광양시 광장로 142, 5층 (중동)",2023-01-18
전라남도 여수시 보건소,의원,행복한의원,061-665-8275,전라남도 여수시 공화동 1047-4,전라남도 여수시 동문로 100(공화동),2007-05-28
전라남도 함평군 보건소,한의원,함평한의원,061-324-7582,,전라남도 함평군 함평읍 영수길 176,2011-03-30
전라남도 목포시 보건소,한의원,세종한의원,061-285-1075,,전라남도 목포시 통일대로75번길 37 (옥암동),2003-06-07
전라남도 장흥군 보건소,한의원,경희류한의원,061-863-3030,,전라남도 장흥군 장흥읍 동교1길 25,2015-04-16
전라남도 순천시 보건소,의원,청담리즈의원,061-722-7788,전라남도 순천시 조례동 1721-5 LG텔레콤,"전라남도 순천시 이수로 319, LG텔레콤 2층 (조례동)",2021-06-15
전라남도 보성군 보건소,치과의원,벌교사랑치과의원,061-857-5875,,전라남도 보성군 벌교읍 계성1길 2,2009-06-18
전라남도 화순군 보건소,의원,드림 마취통증의학과 의원,061-374-0072,전라남도 화순군 화순읍 교리 225-7,"전라남도 화순군 화순읍 자치샘로 22-6, 2층3층",2018-03-06
전라남도 목포시 보건소,한의원,제중당한의원,061-285-7585,,전라남도 목포시 백년대로 314-1 (상동),2005-01-10
전라남도 목포시 보건소,한의원,강남한의원,061-272-8844,전라남도 목포시 용당동 1021-6,전라남도 목포시 용당로 202 (용당동),1993-06-08
전라남도 목포시 보건소,한의원,성심한의원,061-284-8275,전라남도 목포시 상동 987번지,"전라남도 목포시 비파로43번길 31-1, 2층 (상동)",2001-04-03
전라남도 목포시 보건소,한의원,한국한의원,061-276-7300,전라남도 목포시 용당2동 1114-4번지,전라남도 목포시 영산로 296 (용당동),1995-12-09
전라남도 순천시 보건소,한의원,우리한의원,061-755-7975,전라남도 순천시 매곡동 117번지 12호 1.2층,"전라남도 순천시 중앙로 164, 1.2층 (매곡동)",1998-02-05
전라남도 무안군 보건소,의원,연합의원,061-454-8875,전라남도 무안군 청계면 도림리 489-24,전라남도 무안군 청계면 청계중앙길 8-7,2001-06-30
전라남도 해남군 보건소,의원,서울탑마취통증의학과의원,061-537-0999,전라남도 해남군 해남읍 해리 361-1,"전라남도 해남군 해남읍 남부순환로 5, 정하메디컬센터 4층",2023-02-28
전라남도 담양군 보건소,한의원,으뜸한의원,061-381-9875,,전라남도 담양군 대전면 대치4길 5,2010-03-08
전라남도 무안군 보건소,의원,희망이비인후과의원,061-285-1234,전라남도 무안군 삼향읍 남악리 2246,"전라남도 무안군 삼향읍 남악3로82번길 42, 3층 302호",2023-02-24
전라남도 무안군 보건소,치과의원,남악치과의원,061-287-2804,,"전라남도 무안군 삼향읍 남악3로 79, 2층 203호 (인영주차빌딩)",2009-04-03
전라남도 여수시 보건소,한의원,진남한의원,061-642-7975,전라남도 여수시 서교동 103번지 1호,전라남도 여수시 좌수영로 38-1 (서교동),2001-03-09
전라남도 진도군 보건소,의원,연합의원,061-544-7553,전라남도 진도군 임회면 석교리 261-3,"전라남도 진도군 임회면 십일시길 34, 1동 1층",2004-03-03
전라남도 여수시 보건소,한의원,감초당한의원,061-641-8172,전남 여수시 국동 414,전라남도 여수시 신월로 668 (국동),1996-01-18
전라남도 영암군 보건소,의원,현대의원,061-463-4808,전라남도 영암군 삼호읍 용앙리 1664-5,"전라남도 영암군 삼호읍 대불주거로 187, 2층",2023-03-09
전라남도 나주시 보건소,치과의원,박지우플란트치과의원,061-337-8828,,"전라남도 나주시 다시면 다시로 178, 1층 (미림정)",2017-02-13
전라남도 무안군 보건소,치과의원,연세가지런e치과의원,061-245-2875,,"전라남도 무안군 삼향읍 남악3로 55, 2층 201,202호 (펠리시티3차)",2011-10-12
전라남도 목포시 보건소,한의원,박관우한의원,061-287-1075,,"전라남도 목포시 백년대로375번길 1, 2층 (옥암동)",2010-05-24
전라남도 목포시 보건소,한의원,영신한의원,061-276-0414,전라남도 목포시 대안동 14-24,"전라남도 목포시 수문로 10, 1층 (대안동)",2021-04-19
전라남도 나주시 보건소,의원,든든정신건강의학과의원,061-820-7322,전라남도 나주시 빛가람동 189-2,"전라남도 나주시 전력로 2, 이화프라자 6층 601~602호 (빛가람동)",2023-03-06
전라남도 광양시 보건소,치과의원,미소치과의원,061-762-2825,전라남도 광양시 광양읍 칠성리 182번지 9호 (2층),"전라남도 광양시 광양읍 칠성로 56, 2층",2001-04-06
전라남도 여수시 보건소,의원,바로그의원,061-805-9333,전라남도 여수시 학동 68-20 우리은행,"전라남도 여수시 시청로 19, 우리은행 201호 (학동)",2023-03-21
전라남도 순천시 보건소,의원,더바른이비인후과의원,061-724-8575,전라남도 순천시 해룡면 신대리 1989-1 SM빌딩,"전라남도 순천시 해룡면 향매로 99, SM빌딩 2층",2023-04-24
전라남도 순천시 보건소,,상사보건지소,061-749-6036,,전라남도 순천시 상사면 상사초등길 36 (보건지소),1988-01-01
전라남도 담양군 보건소,의원,담양이비인후과의원,061-383-5075,전라남도 담양군 담양읍 지침리 644,"전라남도 담양군 담양읍 중앙로 34, 1층",2004-10-23
전라남도 순천시 보건소,의원,채움비뇨기과의원,061-723-1723,전라남도 순천시 조례동 1597번지 1호 2층,"전라남도 순천시 장선배기1길 4, 음양당약국 2층 (조례동)",2019-09-11
전라남도 순천시 보건소,의원,온내과의원,061-727-8900,전라남도 순천시 조례동 975-17,"전라남도 순천시 신월큰길 7, 3층 (조례동)",2023-05-31
전라남도 나주시 보건소,한의원,용한의원,061-335-1111,,"전라남도 나주시 나주로 200, 2층 (중앙동, 다솔빌딩)",2014-04-23
전라남도 여수시 보건소,의원,미평현대의원,061-651-7995,전라남도 여수시 미평동 278-1,전라남도 여수시 미평로 58-1 (미평동),2023-05-31
전라남도 화순군 보건소,,한천보건지소,061-379-5232,전라남도 화순군 한천면 한계리 847-19,전라남도 화순군 한천면 죽헌로 271,1973-06-01
전라남도 여수시 보건소,한의원,나한의원,061-681-0549,,전라남도 여수시 쌍봉로 57 (학동),1985-05-30
전라남도 화순군 보건소,,도암보건지소,061-379-5238,전라남도 화순군 도암면 원천리 364번지 13호,전라남도 화순군 도암면 천태로 417,1977-06-01
전라남도 화순군 보건소,,이서보건지소,061-379-5239,전라남도 화순군 이서면 야사리 652-1,전라남도 화순군 이서면 적벽로 845,1977-06-01
전라남도 화순군 보건소,,백아면보건지소,061-379-5240,전라남도 화순군 북면 이천리 52,전라남도 화순군 북면 학천길 10,1977-06-01
전라남도 화순군 보건소,,동복보건지소,061-379-5241,전라남도 화순군 동복면 독상리 351번지 1호,전라남도 화순군 동복면 오지호로 276,1977-06-01
전라남도 화순군 보건소,,동면보건지소,061-379-5243,전라남도 화순군 장동리 582번지,전라남도 화순군 동면 충의로 751,1977-06-01
전라남도 목포시 보건소,의원,에덴산부인과의원,061-278-8822,전라남도 목포시 산정동 1693-2,"전라남도 목포시 청호로 143, 2~3층 (산정동)",2001-02-26
전라남도 무안군 보건소,한의원,경희다산한의원,061-287-1079,,"전라남도 무안군 삼향읍 남악5로48번길 17, 정우빌딩 1층",2016-02-16
전라남도 함평군 보건소,한의원,경희천지인한의원,061-323-7525,전라남도 함평군 함평읍 내교리 183,전라남도 함평군 함평읍 중앙길 45,2002-04-19
전라남도 영암군 보건소,,서호면보건지소,061-472-7447,전라남도 영암군 서호면 장천리 367번지 9호,전라남도 영암군 서호면 서호로 288 (서호보건지소),1987-05-21
전라남도 광양시 보건소,치과의원,아이빛나어린이치과의원,061-791-2879,전라남도 광양시 마동 산 149-2,"전라남도 광양시 사동로 149, 201호 (마동)",2023-07-31
전라남도 진도군 보건소,의원,더효사랑의원,061-544-1011,전라남도 진도군 임회면 석교리 350,전라남도 진도군 임회면 십일시길 52,2023-08-02
전라남도 목포시 보건소,치과의원,경원치과의원,061-281-2737,전라남도 목포시 상동 826-2 배석치과,"전라남도 목포시 교육로 83, 배석치과 2층 (상동)",1987-05-02
전라남도 함평군 보건소,한의원,참사랑 한의원,061-324-7555,,전라남도 함평군 함평읍 광남길 114,2016-05-30
전라남도 목포시 보건소,의원,연세연합의원,061-283-8490,전라남도 목포시 옥암동 1016-2,"전라남도 목포시 부흥로 113-1, 2층 (옥암동)",2023-07-03
전라남도 장흥군 보건소,한의원,원광한의원,061-863-8275,,전라남도 장흥군 장흥읍 흥성로 73,1995-03-07
전라남도 완도군 보건의료원,한의원,청해진한의원,061-554-8275,전라남도 완도군 완도읍 군내리 782번지 60호,전라남도 완도군 완도읍 청해진남로18번길 7,2006-07-20
전라남도 순천시 보건소,한의원,김진만한의원,061-745-3456,전라남도 순천시 풍덕동 863번지 12호 김진만한의원,"전라남도 순천시 풍덕주택길 12, 1-2층 (풍덕동)",2004-04-21
전라남도 영암군 보건소,의원,독천한국의원,061-471-7576,전라남도 영암군 미암면 채지리 1014-12,전라남도 영암군 미암면 영산로 11,2003-01-22
전라남도 목포시 보건소,한의원,최신한의원,061-284-1275,전라남도 목포시 상동 833-7번지 1층,전라남도 목포시 백년대로 303 (상동),2002-04-25
전라남도 여수시 보건소,치과의원,드림치과의원,061-686-2875,전라남도 여수시 소라면 죽림리 1226-1,"전라남도 여수시 소라면 죽림로 23, 2층",2023-08-31
전라남도 순천시 보건소,한의원,대추나무한의원,061-725-7575,전라남도 순천시 연향동 1336번지 4호,전라남도 순천시 연향3로 39 (연향동),1988-07-29
전라남도 광양시 보건소,치과의원,이치과의원,061-762-7454,전라남도 광양시 광양읍 읍내리 94번지 2호,전라남도 광양시 광양읍 신재로 45,2002-10-28
전라남도 무안군 보건소,치과의원,박찬호치과의원,061-281-2875,전라남도 무안군 삼향읍 남악리 2104 더트리폴리앙아파트,"전라남도 무안군 삼향읍 남악3로 71, 2층 217호 (더트리폴리앙아파트)",2023-09-04
전라남도 나주시 보건소,의원,한용재활의학과의원,061-335-7575,전라남도 나주시 중앙동 6-1,"전라남도 나주시 나주로 185, 101호 (중앙동)",2023-09-13
전라남도 순천시 보건소,치과의원,훈S치과의원,061-901-0800,전라남도 순천시 왕지동 878-2,"전라남도 순천시 왕지로 36, 2층 (왕지동)",2008-12-31
전라남도 순천시 보건소,의원,김태희의원,061-755-5928,전라남도 순천시 매곡동 124-4,"전라남도 순천시 중앙로 152, 2층 (매곡동)",2023-09-04
전라남도 고흥군 보건소,치과의원,오종헌치과의원,061-842-7925,전라남도 고흥군 도양읍 봉암리,전라남도 고흥군 도양읍 비봉로 147-1,1991-07-24
전라남도 순천시 보건소,치과의원,미치과의원,061-725-2828,,전라남도 순천시 조례못등길 16 (조례동),1990-03-12
전라남도 강진군 보건소,한의원,원광한의원,061-434-7701,전라남도 강진군 강진읍 평동리 167번지 1호 강진버스여객터미널 2층,"전라남도 강진군 강진읍 영랑로 35, 강진버스여객터미널",1998-06-22
전라남도 무안군 보건소,의원,일로중앙의원,061-803-3800,전라남도 무안군 일로읍 월암리 110번지 8호,전라남도 무안군 일로읍 일로로 101,2012-08-09
전라남도 영광군 보건소,의원,튼튼정형외과의원,061-351-8119,,전라남도 영광군 영광읍 천년로 1474,2015-04-22
전라남도 화순군 보건소,의원,화순 미 의원,061-371-0016,전라남도 화순군 화순읍 교리 405 힐스테이트 화순,"전라남도 화순군 화순읍 칠충로 141-7, 2층 203~206호 (힐스테이트 화순)",2017-07-27
전라남도 영광군 보건소,한의원,경희한의원,061-351-5995,,"전라남도 영광군 영광읍 천년로 1489, 202호",2012-12-07
전라남도 곡성군 보건의료원,의원,최성식재활의학과의원,061-362-0887,전라남도 곡성군 곡성읍 읍내리 261-4,전라남도 곡성군 곡성읍 읍내14길 8,2019-02-15
전라남도 강진군 보건소,,강진군작천면용상보건진료소,061-430-5317,,전라남도 강진군 작천면 열수로 58 (용상보건진료소),1988-01-01
전라남도 여수시 보건소,의원,이화피부과의원,061-654-7582,,"전라남도 여수시 여서1로 7, 5층 (여서동)",2023-10-05
전라남도 구례군 보건의료원,의원,황외과의원,061-782-3172,구례군구례읍봉동리320-3,전라남도 구례군 구례읍 로터리길 4,1990-05-29
전라남도 목포시 보건소,치과의원,목포기독치과의원,061-280-7285,,"전라남도 목포시 백년대로 303, 1층 (상동)",2008-03-31
